drug_impact	dose	impact_category	assay	avg_precision	no_of_replicates	matching_score
integrin antagonist	3.33 uM	MOA	L1000	0.00548634902673476	5	-0.02878147192035483
dna synthesis inhibitor	10 uM	MOA	L1000	0.00545201476211854	7	-0.00391315479699852
jak inhibitor	1.11 uM	MOA	L1000	0.00544576462623091	5	0.05518722779296251
hcv inhibitor	1.11 uM	MOA	L1000	0.00543350997501541	7	0.02144437815471815
dipeptidyl peptidase inhibitor	0.37 uM	MOA	L1000	0.00542060185706123	3	0.07227280794339168
cc chemokine receptor antagonist	1.11 uM	MOA	L1000	0.00542041925358504	7	0.005077551966595147
cholesterol inhibitor	0.37 uM	MOA	L1000	0.00541089464770983	3	0.04679252499068613
hcv inhibitor	0.37 uM	MOA	L1000	0.00538754735197694	7	0.02960555445489942
integrin antagonist	10 uM	MOA	L1000	0.00536889344331857	5	0.023189230369884205
matrix metalloprotease inhibitor	0.37 uM	MOA	L1000	0.00536624314294443	3	0.024090760110732634
dipeptidyl peptidase inhibitor	0.12 uM	MOA	L1000	0.00536404838317002	3	0.010373166739104779
fungal squalene epoxidase inhibitor	0.12 uM	MOA	L1000	0.00535796809436749	3	-0.026862264233336576
jak inhibitor	0.04 uM	MOA	L1000	0.0053519088666587	5	-0.04061491369470634
monoamine oxidase inhibitor	0.04 uM	MOA	L1000	0.00531886665682366	6	0.012034169170134036
serotonin reuptake inhibitor	10 uM	MOA	L1000	0.00531242580999478	4	0.08939859868316281
akt inhibitor	0.37 uM	MOA	L1000	0.00527778594968148	6	0.027831247920130843
hiv integrase inhibitor	10 uM	MOA	L1000	0.00527624340348355	3	0.10793100654977067
atpase inhibitor	3.33 uM	MOA	L1000	0.00526413984476247	3	0.03699523996408117
atp channel blocker	3.33 uM	MOA	L1000	0.00526304608460146	3	0.11850022313083486
hmgcr inhibitor	3.33 uM	MOA	L1000	0.00525487072145406	5	-0.011226206821091623
integrin antagonist	1.11 uM	MOA	L1000	0.00523327487670247	5	-0.002978967925105702
akt inhibitor	0.04 uM	MOA	L1000	0.00523039923709424	6	0.00418091178612946
monoamine oxidase inhibitor	0.37 uM	MOA	L1000	0.00522031616704048	6	0.06838377015122715
serotonin reuptake inhibitor	1.11 uM	MOA	L1000	0.00520682926516268	4	-0.019070744999746723
monoamine oxidase inhibitor	3.33 uM	MOA	L1000	0.00518786624001072	6	0.02198503496469122
benzodiazepine receptor antagonist	3.33 uM	MOA	L1000	0.00518155477305739	3	0.026329841107144522
carbonic anhydrase inhibitor	0.12 uM	MOA	L1000	0.00512900991387065	5	0.0022608145550512358
nitric oxide synthase inhibitor	0.37 uM	MOA	L1000	0.00512218741638328	4	0.019287244553015056
carbonic anhydrase inhibitor	3.33 uM	MOA	L1000	0.00511689159577527	5	0.027666639123658313
parp inhibitor	3.33 uM	MOA	L1000	0.00506916682195262	5	-0.0013265578615023893
farnesyltransferase inhibitor	10 uM	MOA	L1000	0.00506660523075355	3	0.03763755662888513
adenosine receptor agonist	0.12 uM	MOA	L1000	0.00506488152979608	3	0.01198816999073451
coagulation factor inhibitor	0.04 uM	MOA	L1000	0.00503519419968133	4	0.05859160855984752
bacterial 50s ribosomal subunit inhibitor	3.33 uM	MOA	L1000	0.00503237741723233	5	0.022270064445769466
lipoxygenase inhibitor	1.11 uM	MOA	L1000	0.00501455068418385	3	0.043907986148544215
alk tyrosine kinase receptor inhibitor	0.37 uM	MOA	L1000	0.00500857468430301	3	0.09783219188446131
mineralocorticoid receptor antagonist	10 uM	MOA	L1000	0.00500494294749203	3	0.059510930326524256
endothelin receptor antagonist	10 uM	MOA	L1000	0.00500113762837758	4	0.06800612301786982
purinergic receptor antagonist	0.37 uM	MOA	L1000	0.00498424098040665	3	0.17534585011661682
opioid receptor agonist	1.11 uM	MOA	L1000	0.0049753681136127	3	-0.01202588365769485
aromatase inhibitor	1.11 uM	MOA	L1000	0.00495891500038551	3	0.064237598148390307
estrogen receptor agonist	0.04 uM	MOA	L1000	0.00495461873995539	6	0.03895864701383736
carbonic anhydrase inhibitor	0.04 uM	MOA	L1000	0.00493869966345214	5	0.042010282343125316
adenosine receptor antagonist	3.33 uM	MOA	L1000	0.00486841499152507	4	0.11694950644675987
retinoid receptor agonist	0.12 uM	MOA	L1000	0.00481350558487226	6	0.003666709252811213
glutamate receptor agonist	1.11 uM	MOA	L1000	0.00480632438655598	4	0.0979662808577324
pkc inhibitor	10 uM	MOA	L1000	0.00479819544218382	4	0.06453557374332047
mucolytic agent	3.33 uM	MOA	L1000	0.00478382568306195	3	4.4846944081081456e-4
chelating agent	0.04 uM	MOA	L1000	0.00476989291346053	4	0.06310984206233572
glutamate receptor antagonist	3.33 uM	MOA	L1000	0.00475744849132196	5	0.005714707842068932
hmgcr inhibitor	0.37 uM	MOA	L1000	0.0047474818465211	5	0.006352350605270443
glutamate receptor antagonist	0.12 uM	MOA	L1000	0.00474331264974972	5	0.036803974245068594
dipeptidyl peptidase inhibitor	0.04 uM	MOA	L1000	0.00471434734335733	3	-0.019673493918381905
opioid receptor antagonist	1.11 uM	MOA	L1000	0.00467518905611118	4	-0.012950381023739386
aromatase inhibitor	0.12 uM	MOA	L1000	0.00465482818639725	3	0.11643434392994378
chelating agent	3.33 uM	MOA	L1000	0.00463566583355659	4	0.06830139237212347
nfkb pathway inhibitor	1.11 uM	MOA	L1000	0.00463537702528662	4	0.00730678242861702
hmgcr inhibitor	0.04 uM	MOA	L1000	0.00463465422461257	5	0.011244771424168918
carbonic anhydrase inhibitor	10 uM	MOA	L1000	0.00462797594277827	5	0.019831784316697958
hiv protease inhibitor	1.11 uM	MOA	L1000	0.00457973179747699	5	-0.03280392926289294
nfkb pathway inhibitor	0.12 uM	MOA	L1000	0.00457397581394368	4	0.014201043258175035
bacterial 30s ribosomal subunit inhibitor	3.33 uM	MOA	L1000	0.00455150437276193	5	0.03752722658842937
vitamin d receptor agonist	0.04 uM	MOA	L1000	0.00455016457024812	5	0.03285022338570093
estrogen receptor agonist	3.33 uM	MOA	L1000	0.0045401745438832	6	-0.03309305765217012
bacterial 50s ribosomal subunit inhibitor	1.11 uM	MOA	L1000	0.00450160533795037	5	0.04377186402152056
cholesterol inhibitor	3.33 uM	MOA	L1000	0.00448672078696507	3	0.026283615160546756
estrogen receptor agonist	0.12 uM	MOA	L1000	0.00447981769120812	6	0.02519210607161682
calcitonin antagonist	3.33 uM	MOA	L1000	0.0044763987604563	3	0.0793589159051098
fungal squalene epoxidase inhibitor	0.04 uM	MOA	L1000	0.00442883906046582	3	0.055555321430965886
dipeptidyl peptidase inhibitor	3.33 uM	MOA	L1000	0.00440476202478596	3	0.07434974008772144
calcitonin antagonist	0.12 uM	MOA	L1000	0.00437820369908655	3	-0.0287980821910363
gaba receptor agonist	0.12 uM	MOA	L1000	0.00436590929226498	3	0.04711406375913384
glutamate receptor antagonist	0.04 uM	MOA	L1000	0.00436566066233634	5	0.05008712791722887
hiv protease inhibitor	10 uM	MOA	L1000	0.00436326734176706	5	0.035417183302195655
ppar receptor agonist	3.33 uM	MOA	L1000	0.00435864828102068	3	-0.002868379755207049
atpase inhibitor	0.04 uM	MOA	L1000	0.0043583878829989	3	-0.010243564100703399
endothelin receptor antagonist	3.33 uM	MOA	L1000	0.00435596587974332	4	0.0541588918380025
opioid receptor agonist	0.04 uM	MOA	L1000	0.00433344543971468	3	0.001796559548173452
insulin secretagogue	0.12 uM	MOA	L1000	0.00431949215428633	4	0.05470968722235471
estrogen receptor agonist	0.37 uM	MOA	L1000	0.00430405424229682	6	0.0031918312102602125
androgen receptor antagonist	0.37 uM	MOA	L1000	0.00426359125302653	5	0.0013651873365580838
adenosine receptor antagonist	0.37 uM	MOA	L1000	0.00425645706480723	4	0.05386339085773438
hiv protease inhibitor	3.33 uM	MOA	L1000	0.0042408948983691	5	0.018801606412142215
potassium channel blocker	10 uM	MOA	L1000	0.0042361079654646	4	0.04890617594180735
bacterial 50s ribosomal subunit inhibitor	0.12 uM	MOA	L1000	0.00422516815042717	5	0.02267963198731035
benzodiazepine receptor antagonist	0.12 uM	MOA	L1000	0.00422389698039513	3	0.025944871439543254
dna inhibitor	0.04 uM	MOA	L1000	0.00420640395103354	5	-0.022767868239682652
hiv protease inhibitor	0.37 uM	MOA	L1000	0.00420360839374945	5	0.02928870704274606
dna polymerase inhibitor	0.04 uM	MOA	L1000	0.00420232547134394	3	-0.01668693972772681
glutamate receptor antagonist	10 uM	MOA	L1000	0.00420160512050182	5	-0.009349108909767931
leukotriene receptor antagonist	0.12 uM	MOA	L1000	0.00415891246821015	4	0.009081338971427403
gaba receptor modulator	1.11 uM	MOA	L1000	0.0041410027777473	4	0.04220392729175602
estrogen receptor agonist	10 uM	MOA	L1000	0.00412386063351186	6	0.012090304959836628
hmgcr inhibitor	0.12 uM	MOA	L1000	0.00412251025580088	5	-0.0015304421800900435
cholesterol inhibitor	1.11 uM	MOA	L1000	0.0041218719674732	3	-0.02459678748284486
protein synthesis stimulant	0.37 uM	MOA	L1000	0.00411211175396988	3	0.08212518632398788
gaba receptor agonist	3.33 uM	MOA	L1000	0.00405673818881209	3	-0.03501512252395835
androgen receptor antagonist	1.11 uM	MOA	L1000	0.00405072224727601	5	0.013364804916328956
chelating agent	1.11 uM	MOA	L1000	0.00403603704434233	4	0.0069497341179789885
cholesterol inhibitor	10 uM	MOA	L1000	0.004014393205294	3	0.04128237649517545
calcineurin inhibitor	0.04 uM	MOA	L1000	0.00401396797748047	3	0.043873505981589817
calcineurin inhibitor	3.33 uM	MOA	L1000	0.00398907756519049	3	0.037537103110796104
dna polymerase inhibitor	0.37 uM	MOA	L1000	0.00397432612361023	3	-0.007137375056066797
carbonic anhydrase inhibitor	0.37 uM	MOA	L1000	0.0039566569394448	5	-0.011617751496939487
glutamate receptor agonist	10 uM	MOA	L1000	0.00393287686053345	4	0.03273919779074916
farnesyltransferase inhibitor	3.33 uM	MOA	L1000	0.00391066862898179	3	0.04417224318703313
glutamate receptor modulator	10 uM	MOA	L1000	0.00390821297979342	3	-0.00493893000769635
glutamate receptor agonist	0.04 uM	MOA	L1000	0.003907838919469	4	0.017566385278851848
microtubule inhibitor	0.04 uM	MOA	L1000	0.00390011273541356	3	0.08993461917516103
tyrosine kinase inhibitor	0.12 uM	MOA	L1000	0.00389283477155501	4	0.006546472029738891
androgen receptor antagonist	0.12 uM	MOA	L1000	0.0038878523596676	5	0.01691883669769226
glutamate receptor antagonist	1.11 uM	MOA	L1000	0.00388066474906184	5	-0.0053852145967902
endothelin receptor antagonist	0.12 uM	MOA	L1000	0.00385179821884375	4	0.04230885691062783
parp inhibitor	1.11 uM	MOA	L1000	0.00385113292003907	5	-0.003304180492959245
serotonin reuptake inhibitor	0.37 uM	MOA	L1000	0.00384389194776294	4	0.08856557223742106
hiv protease inhibitor	0.12 uM	MOA	L1000	0.00384163398286289	5	0.006317779738567545
glutamate receptor antagonist	0.37 uM	MOA	L1000	0.00383949865579127	5	0.03499691167118554
selective serotonin reuptake inhibitor (ssri)	0.04 uM	MOA	L1000	0.0038149412789038	4	-0.04730784603349876
gaba receptor modulator	0.04 uM	MOA	L1000	0.0038108449908832	4	-0.041958248021850456
gaba receptor modulator	3.33 uM	MOA	L1000	0.0038086713303196	4	0.004703110981980972
parp inhibitor	0.04 uM	MOA	L1000	0.00380108601546148	5	0.01347797746280138
t-type calcium channel blocker	0.37 uM	MOA	L1000	0.00380031151111193	3	0.051643793588759035
leukotriene receptor antagonist	10 uM	MOA	L1000	0.0037889966845452	4	0.033804612172974896
xanthine oxidase inhibitor	0.37 uM	MOA	L1000	0.0037875493276923102	3	-0.007556188954561016
alk tyrosine kinase receptor inhibitor	0.04 uM	MOA	L1000	0.00378452130589892	3	0.0623671511082742
dna methyltransferase inhibitor	0.12 uM	MOA	L1000	0.00378354059107202	3	0.033396625976065505
opioid receptor agonist	10 uM	MOA	L1000	0.00378115592568018	3	0.08000822095490978
nucleoside reverse transcriptase inhibitor	10 uM	MOA	L1000	0.00377897890476857	4	-0.03287890422671898
calcineurin inhibitor	0.12 uM	MOA	L1000	0.00377795592811283	3	0.007618694808803092
free radical scavenger	0.37 uM	MOA	L1000	0.00377548716034745	4	0.053303104205265434
insulin secretagogue	3.33 uM	MOA	L1000	0.00376682410972701	4	0.04058132530030492
nitric oxide synthase inhibitor	0.12 uM	MOA	L1000	0.00376526143752612	4	-0.02260542317769121
tyrosine kinase inhibitor	1.11 uM	MOA	L1000	0.00376507346104849	4	-0.0325616962289743
potassium channel blocker	0.37 uM	MOA	L1000	0.00374357505554743	4	0.06320184762230982
xiap inhibitor	0.04 uM	MOA	L1000	0.00372477367551259	3	0.051281267906777145
endothelin receptor antagonist	0.37 uM	MOA	L1000	0.00371642428046453	4	0.04065315243845549
androgen receptor antagonist	0.04 uM	MOA	L1000	0.00370789160688978	5	0.008591733521444852
sigma receptor antagonist	10 uM	MOA	L1000	0.00370638499082066	3	0.02594581914485556
mucolytic agent	0.12 uM	MOA	L1000	0.00367147209107238	3	-0.14629569258072747
insulin secretagogue	0.04 uM	MOA	L1000	0.00366537689595613	4	0.037919438672735645
nfkb pathway inhibitor	10 uM	MOA	L1000	0.00363445270856345	4	0.042423832629139235
benzodiazepine receptor antagonist	1.11 uM	MOA	L1000	0.00363262744775433	3	0.04459093429062226
atp channel blocker	0.37 uM	MOA	L1000	0.00362127800358684	3	0.09114480160349009
tyrosine kinase inhibitor	10 uM	MOA	L1000	0.0036149088443185	4	-0.023352631371960423
non-nucleoside reverse transcriptase inhibitor	0.04 uM	MOA	L1000	0.00360188175609878	4	8.136442945324103e-4
protein synthesis stimulant	0.12 uM	MOA	L1000	0.00358901456154544	3	-0.010723585132165044
benzodiazepine receptor antagonist	0.37 uM	MOA	L1000	0.00357393570876717	3	0.07865705918916738
alk tyrosine kinase receptor inhibitor	0.12 uM	MOA	L1000	0.00355952383326207	3	-0.020494667018827566
matrix metalloprotease inhibitor	3.33 uM	MOA	L1000	0.00354915871898558	3	0.02572651619220945
dna inhibitor	1.11 uM	MOA	L1000	0.00354017108165429	5	-0.03126522906877863
endothelin receptor antagonist	1.11 uM	MOA	L1000	0.00351861825165816	4	0.02786516003999069
potassium channel blocker	3.33 uM	MOA	L1000	0.00348067829342897	4	0.011726237367337147
potassium channel blocker	0.12 uM	MOA	L1000	0.00347920627383121	4	0.021162108292219765
hiv protease inhibitor	0.04 uM	MOA	L1000	0.0034779532449558	5	-0.04680464503202203
dna inhibitor	0.37 uM	MOA	L1000	0.00347776747952244	5	-0.026013610655534335
adenosine receptor agonist	0.37 uM	MOA	L1000	0.00343208357358421	3	0.022152702297397967
androgen receptor modulator	1.11 uM	MOA	L1000	0.00340870356392371	3	-0.03600501488377635
serotonin reuptake inhibitor	3.33 uM	MOA	L1000	0.0034053287729636	4	0.014699625661570556
selective serotonin reuptake inhibitor (ssri)	0.37 uM	MOA	L1000	0.00340488272845604	4	-0.0018918313072182258
cholesterol inhibitor	0.12 uM	MOA	L1000	0.00337367666146312	3	0.026175141390599413
vasopressin receptor antagonist	0.04 uM	MOA	L1000	0.00336020708039525	4	0.03587227640400114
adenosine receptor antagonist	10 uM	MOA	L1000	0.00335315703425155	4	0.0029132137500959172
gaba receptor modulator	10 uM	MOA	L1000	0.00335210480109739	4	0.021458712423748628
jak inhibitor	0.12 uM	MOA	L1000	0.00334512073170078	5	-0.015677592907734874
glucosidase inhibitor	0.04 uM	MOA	L1000	0.00334413427993268	3	0.07088006172508382
pkc inhibitor	3.33 uM	MOA	L1000	0.0033239686268148	4	0.007306474142051208
dna inhibitor	0.12 uM	MOA	L1000	0.00331768760642918	5	0.014235847926825692
cck receptor antagonist	0.04 uM	MOA	L1000	0.00330190338583735	4	-0.017906961248914402
matrix metalloprotease inhibitor	1.11 uM	MOA	L1000	0.00328204411312199	3	-0.06428921932872836
vasopressin receptor antagonist	0.12 uM	MOA	L1000	0.00328202673116144	4	0.01142009747064112
serotonin reuptake inhibitor	0.12 uM	MOA	L1000	0.00325357108359399	4	-0.06919825377888669
dipeptidyl peptidase inhibitor	10 uM	MOA	L1000	0.00324383400379293	3	0.04270889437332053
cck receptor antagonist	0.37 uM	MOA	L1000	0.00321191906580791	4	0.041580626912347526
pkc inhibitor	1.11 uM	MOA	L1000	0.00320125409067479	4	-0.01923424723825877
dna methyltransferase inhibitor	0.04 uM	MOA	L1000	0.00316070512759269	3	0.05475926534854291
nitric oxide synthase inhibitor	1.11 uM	MOA	L1000	0.003154833884615	4	-0.02369622238654264
non-nucleoside reverse transcriptase inhibitor	3.33 uM	MOA	L1000	0.0031454255064002	4	-0.014835484685019946
calcitonin antagonist	10 uM	MOA	L1000	0.00314317182094553	3	0.0678084168944376
protein synthesis stimulant	10 uM	MOA	L1000	0.00313917875691344	3	0.015039138984356723
atpase inhibitor	0.12 uM	MOA	L1000	0.00312143335814407	3	0.024422958091249905
protein synthesis stimulant	0.04 uM	MOA	L1000	0.00312059968390141	3	0.04660779635927617
xanthine oxidase inhibitor	10 uM	MOA	L1000	0.00307234398878592	3	0.017549852980399714
gaba receptor agonist	0.37 uM	MOA	L1000	0.00304707100268802	3	0.06351159070938073
tyrosine kinase inhibitor	3.33 uM	MOA	L1000	0.00302974302448644	4	-0.07014997442957766
coagulation factor inhibitor	10 uM	MOA	L1000	0.0029945291662375	4	-0.08484643744714948
xanthine oxidase inhibitor	3.33 uM	MOA	L1000	0.0029558659635938	3	0.001745183450234194
glucosidase inhibitor	10 uM	MOA	L1000	0.00294779122051165	3	-0.03640101130655335
fungal squalene epoxidase inhibitor	3.33 uM	MOA	L1000	0.00291974801060628	3	-0.09604885846293651
selective serotonin reuptake inhibitor (ssri)	0.12 uM	MOA	L1000	0.00291346422682989	4	-0.028072469364049023
potassium channel blocker	1.11 uM	MOA	L1000	0.00286631875995666	4	-0.06958014564677792
lipoxygenase inhibitor	0.12 uM	MOA	L1000	0.00286069099792762	3	0.04887007890779817
cck receptor antagonist	3.33 uM	MOA	L1000	0.00285883186228437	4	-0.0019185842186442807
mdm inhibitor	0.12 uM	MOA	L1000	0.00284502902542581	3	-0.006790807171939637
atpase inhibitor	0.37 uM	MOA	L1000	0.00284371474218596	3	-0.0663813275935652
coagulation factor inhibitor	1.11 uM	MOA	L1000	0.00282043358109388	4	-0.07528585020853264
lipoxygenase inhibitor	10 uM	MOA	L1000	0.00281008797015697	3	-0.004766983729766997
adenosine receptor agonist	0.04 uM	MOA	L1000	0.00279795971413696	3	0.02931698664294796
mineralocorticoid receptor antagonist	1.11 uM	MOA	L1000	0.00278582006968528	3	-0.010390900256672376
hiv integrase inhibitor	0.12 uM	MOA	L1000	0.00277671437819323	3	-0.005624026897127513
glutamate receptor agonist	0.12 uM	MOA	L1000	0.00277179806824698	4	-0.012455586901941136
dna polymerase inhibitor	1.11 uM	MOA	L1000	0.00277074429380588	3	-0.078661487715304207
lipoxygenase inhibitor	0.37 uM	MOA	L1000	0.00275704024267289	3	0.02742571346146482
cck receptor antagonist	1.11 uM	MOA	L1000	0.00274668128196197	4	-3.248569814385295e-4
purinergic receptor antagonist	0.04 uM	MOA	L1000	0.00274625470138554	3	-0.013521348989866159
insulin secretagogue	10 uM	MOA	L1000	0.00274072569925334	4	0.012794635544816364
mineralocorticoid receptor antagonist	3.33 uM	MOA	L1000	0.00274051291583429	3	-0.03230735800042096
non-nucleoside reverse transcriptase inhibitor	0.12 uM	MOA	L1000	0.00273854992294074	4	0.0025095782381108055
gaba receptor modulator	0.12 uM	MOA	L1000	0.0027332876263307	4	-0.0307470821057774
dna polymerase inhibitor	0.12 uM	MOA	L1000	0.00273261367704104	3	-0.0587086658042296
vasopressin receptor antagonist	1.11 uM	MOA	L1000	0.00272467861646965	4	0.02158309431584475
androgen receptor modulator	0.37 uM	MOA	L1000	0.00271445222776591	3	-0.018042497292641325
mineralocorticoid receptor antagonist	0.04 uM	MOA	L1000	0.00271391164920037	3	-0.08148227081925062
xanthine oxidase inhibitor	1.11 uM	MOA	L1000	0.0026966624167499	3	0.015200409525683129
prostanoid receptor agonist	0.04 uM	MOA	L1000	0.00268056475312217	3	-0.010228395424619506
cck receptor antagonist	0.12 uM	MOA	L1000	0.00267346343704058	4	-0.010582388629420764
mucolytic agent	0.37 uM	MOA	L1000	0.00267064168497539	3	0.032930631276508554
glucosidase inhibitor	0.12 uM	MOA	L1000	0.00266535215322449	3	0.02398300804385607
atp channel blocker	0.12 uM	MOA	L1000	0.00266181047622921	3	0.03756488866287533
cck receptor antagonist	10 uM	MOA	L1000	0.00263262399695491	4	6.341363798926906e-4
atp channel blocker	10 uM	MOA	L1000	0.00262246840920893	3	0.06968470312620083
mineralocorticoid receptor antagonist	0.37 uM	MOA	L1000	0.00262158262454873	3	-0.05614800386342803
sigma receptor antagonist	0.37 uM	MOA	L1000	0.00261613437421514	3	0.012692701398322391
gaba receptor modulator	0.37 uM	MOA	L1000	0.00260575858481926	4	-0.03591170094320733
pkc inhibitor	0.04 uM	MOA	L1000	0.00259341529204769	4	-0.03270483459588233
non-nucleoside reverse transcriptase inhibitor	0.37 uM	MOA	L1000	0.00258415525981126	4	-0.02151807220646306
cannabinoid receptor agonist	0.12 uM	MOA	L1000	0.00257875196369344	3	-0.11862502897494764
calcitonin antagonist	0.37 uM	MOA	L1000	0.00257043712920529	3	0.06527484561529596
lipoxygenase inhibitor	0.04 uM	MOA	L1000	0.00256219958024834	3	0.024555196919252287
glutamate receptor agonist	3.33 uM	MOA	L1000	0.00256141304344555	4	-0.05376709945985942
glutamate receptor modulator	0.12 uM	MOA	L1000	0.00254988228303958	3	1.1253131664400186e-5
mucolytic agent	10 uM	MOA	L1000	0.00253981776864198	3	0.015292434658143282
chelating agent	10 uM	MOA	L1000	0.00252315065142056	4	-0.02632028925678195
hiv integrase inhibitor	1.11 uM	MOA	L1000	0.00252214404433712	3	-0.04491046291218276
pkc inhibitor	0.37 uM	MOA	L1000	0.00252143469491233	4	-0.020220835569081413
hiv integrase inhibitor	3.33 uM	MOA	L1000	0.00250909067748563	3	-0.02276115033239108
reverse transcriptase inhibitor	0.12 uM	MOA	L1000	0.00250730915768282	3	0.07791686596657772
fungal squalene epoxidase inhibitor	1.11 uM	MOA	L1000	0.00248537312846277	3	-0.07872526730619825
fungal squalene epoxidase inhibitor	0.37 uM	MOA	L1000	0.00246478759246963	3	0.03735784520385587
t-type calcium channel blocker	1.11 uM	MOA	L1000	0.00245525405625231	3	4.336903809896848e-4
glutamate receptor modulator	1.11 uM	MOA	L1000	0.00245119778234327	3	0.007173608451731744
gaba receptor agonist	0.04 uM	MOA	L1000	0.00243760297355531	3	0.01845145414908906
androgen receptor modulator	0.12 uM	MOA	L1000	0.00243035691974444	3	-0.011560810335868319
farnesyltransferase inhibitor	0.04 uM	MOA	L1000	0.00242125897109313	3	-0.002476279869215623
adenosine receptor agonist	3.33 uM	MOA	L1000	0.00240867003879079	3	0.004704607728849526
androgen receptor modulator	0.04 uM	MOA	L1000	0.00237827784451209	3	-0.019090720958234397
dipeptidyl peptidase inhibitor	1.11 uM	MOA	L1000	0.00236724253717102	3	0.0033791213837004357
matrix metalloprotease inhibitor	0.04 uM	MOA	L1000	0.00236596802497747	3	-0.051065089790967744
xanthine oxidase inhibitor	0.12 uM	MOA	L1000	0.00236021546799354	3	-0.07552644210140852
cholesterol inhibitor	0.04 uM	MOA	L1000	0.00234344757090411	3	-0.032309247486592266
benzodiazepine receptor antagonist	10 uM	MOA	L1000	0.00231922269567458	3	-0.015954181195279093
atp channel blocker	1.11 uM	MOA	L1000	0.00231360252502066	3	0.1054798238264771
benzodiazepine receptor antagonist	0.04 uM	MOA	L1000	0.00230997009872786	3	0.029630119042613687
glucosidase inhibitor	3.33 uM	MOA	L1000	0.00230311214065372	3	-0.021185250933911718
farnesyltransferase inhibitor	1.11 uM	MOA	L1000	0.00229190164909502	3	0.05539875160367678
acat inhibitor	0.04 uM	MOA	L1000	0.00227757496732544	3	-0.06868249113082911
bcl inhibitor	0.37 uM	MOA	L1000	0.00223789242431118	3	-0.00268827121634396
glutamate receptor modulator	0.04 uM	MOA	L1000	0.00218467213561648	3	-0.04301517695517075
purinergic receptor antagonist	0.12 uM	MOA	L1000	0.00215140206490905	3	0.01664252508385946
farnesyltransferase inhibitor	0.12 uM	MOA	L1000	0.00214875987981496	3	-0.1533846850377494
t-type calcium channel blocker	0.04 uM	MOA	L1000	0.00213454478790663	3	-0.019600579651240974
acat inhibitor	0.37 uM	MOA	L1000	0.00211519952306761	3	0.0046466733318583486
atp channel blocker	0.04 uM	MOA	L1000	0.00210161841130731	3	0.03442879096807153
hiv integrase inhibitor	0.37 uM	MOA	L1000	0.00209424347726822	3	-0.06661314340453986
purinergic receptor antagonist	1.11 uM	MOA	L1000	0.00203364566542555	3	-0.012665630205405367
glutamate receptor modulator	3.33 uM	MOA	L1000	0.00201903718836126	3	-0.02306577059357997
mineralocorticoid receptor antagonist	0.12 uM	MOA	L1000	0.00201768103944112	3	-0.07979273588598039
xanthine oxidase inhibitor	0.04 uM	MOA	L1000	0.00197270571121255	3	-0.09722087970347627
reverse transcriptase inhibitor	1.11 uM	MOA	L1000	0.00195415152634989	3	0.005430937962809796
farnesyltransferase inhibitor	0.37 uM	MOA	L1000	0.00194713741225369	3	-0.01036000169283992
reverse transcriptase inhibitor	0.37 uM	MOA	L1000	0.00193340926516481	3	-0.01316183292281264
bcl inhibitor	0.12 uM	MOA	L1000	0.00192388984441013	3	-0.002329774881619798
cannabinoid receptor agonist	1.11 uM	MOA	L1000	0.00192158965499362	3	-0.10310386278685564
protein synthesis stimulant	1.11 uM	MOA	L1000	0.00191006664873415	3	-3.127370623084117e-4
matrix metalloprotease inhibitor	0.12 uM	MOA	L1000	0.00190494561345877	3	-0.06039730535868392
protein synthesis stimulant	3.33 uM	MOA	L1000	0.00190070205078812	3	-5.768447516749253e-4
lipoxygenase inhibitor	3.33 uM	MOA	L1000	0.00188736394439494	3	-0.011157424851012076
adenosine receptor agonist	1.11 uM	MOA	L1000	0.00187025460888535	3	0.02104148083792866
acat inhibitor	0.12 uM	MOA	L1000	0.00183274986852064	3	-0.12401277105124663
bcl inhibitor	1.11 uM	MOA	L1000	0.00181564575283005	3	-0.04249577966978584
mdm inhibitor	0.04 uM	MOA	L1000	0.00180322466290994	3	-0.08151158870132201
reverse transcriptase inhibitor	3.33 uM	MOA	L1000	0.00180314102449419	3	-0.014881685559915122
bcl inhibitor	0.04 uM	MOA	L1000	0.00179688336296784	3	0.05338847346204089
mucolytic agent	0.04 uM	MOA	L1000	0.00177290922534611	3	-0.01917099224472217
purinergic receptor antagonist	3.33 uM	MOA	L1000	0.00160511510782809	3	-0.062430900463193315
sigma receptor antagonist	3.33 uM	MOA	L1000	0.0016002370653153	3	-0.16896596674417128
t-type calcium channel blocker	0.12 uM	MOA	L1000	0.0015981890945441	3	-0.08606036037638044
glucocorticoid receptor agonist	All	MOA	L1000	0.71210453154642706	84	0.3954102300056735
mek inhibitor	All	MOA	L1000	0.625582396074334	48	0.4611769067946221
mtor inhibitor	All	MOA	L1000	0.562902131218856	36	0.43210987851403315
hsp inhibitor	All	MOA	L1000	0.535698663347842	30	0.33994731927369115
proteasome inhibitor	All	MOA	L1000	0.477337693792142	24	0.38855331036650426
plk inhibitor	All	MOA	L1000	0.290034822218512	24	0.36860389252512515
mtor inhibitor|pi3k inhibitor	All	MOA	L1000	0.246514480367855	24	0.19947792093317304
hdac inhibitor	All	MOA	L1000	0.239012027065132	78	0.10387375718602895
topoisomerase inhibitor	All	MOA	L1000	0.136537629862354	90	0.03132847023492389
mdm inhibitor	All	MOA	L1000	0.0961867710424645	18	0.06559270436261627
purine antagonist	All	MOA	L1000	0.0804956585809011	12	0.06197742467783405
