assay	compound	moa	dose	well	no_of_replicates_per_compound	median_replicate_correlation_compound	p_value_compound	no_of_compounds_per_moa	median_replicate_correlation_moa	p_value_moa
Cell Painting	manumycin-a	NA	0.12 uM	M11	5	0.0226976360607142	0.152	NA	NA	NA
Cell Painting	maprotiline	norepinephrine reputake inhibitor|tricyclic antidepressant	0.12 uM	N23	5	0.081982352609505	0.004	NA	NA	NA
Cell Painting	maraviroc	cc chemokine receptor antagonist	0.12 uM	C05	5	0.0693459982204169	0	7	-0.006995494884513481	0.912
Cell Painting	maribavir	NA	0.12 uM	G11	5	-0.0271719594180082	0.984	NA	NA	NA
Cell Painting	marimastat	matrix metalloprotease inhibitor	0.12 uM	F17	5	0.0701744153691808	0	3	-0.010173642091950808	0.741
Cell Painting	masitinib	NA	0.12 uM	N11	5	0.0162338775497184	0.312	NA	NA	NA
Cell Painting	masoprocol	lipoxygenase inhibitor	0.12 uM	G05	5	0.0350512074709698	0.078	3	0.010601628375837563	0.411
Cell Painting	maxacalcitol	vitamin d receptor agonist	0.12 uM	D05	5	0.0778164751200119	0	5	0.07749228640813959	0.002
Cell Painting	mazindol	NA	0.12 uM	D17	5	0.0030160284833028	0.705	NA	NA	NA
Cell Painting	mbx-2982	NA	0.12 uM	L11	5	0.0307205457174733	0.039	NA	NA	NA
Cell Painting	mcpp	serotonin receptor agonist	0.12 uM	G11	5	-0.0056146958561017	0.762	12	0.004452638454201262	0.625
Cell Painting	mebendazole	tubulin inhibitor	0.12 uM	I05	5	0.0224912064669695	0.242	8	0.03941576045631294	0.006
Cell Painting	mecamylamine	acetylcholine receptor antagonist	0.12 uM	E05	5	0.0769672048457621	0	21	0.013668237501608511	0.095
Cell Painting	meclofenamic-acid	cyclooxygenase inhibitor|prostanoid receptor antagonist	0.12 uM	P05	5	0.05398283877393	0.031	4	0.02264842068430893	0.225
Cell Painting	meclozine	NA	0.12 uM	E05	5	0.0379985028054839	0.034	NA	NA	NA
Cell Painting	medroxyprogesterone-acetate	progesterone receptor agonist	0.12 uM	P11	5	0.3761937630593009	0	7	0.012013501901467903	0.357
Cell Painting	medrysone	glucocorticoid receptor agonist	0.12 uM	F05	5	0.4449755830810557	0	14	0.3459664919953673	0
Cell Painting	meglitinide	potassium channel blocker	0.12 uM	B23	5	0.2033907951737018	0	4	-0.006436368341822162	0.768
Cell Painting	meisoindigo	NA	0.12 uM	K05	5	0.2143619093120031	0	NA	NA	NA
Cell Painting	mek162	mek inhibitor	0.12 uM	E17	5	0.3077414832116801	0	8	0.22201471573434242	0
Cell Painting	melatonin	NA	0.12 uM	J11	5	0.01561762357937	0.212	NA	NA	NA
Cell Painting	meloxicam	NA	0.12 uM	C05	5	0.0248286597385818	0.083	NA	NA	NA
Cell Painting	melperone	dopamine receptor antagonist|serotonin receptor antagonist	0.12 uM	C17	5	0.0203070145866801	0.455	9	0.01801473453050567	0.155
Cell Painting	menadione	NA	0.12 uM	M11	5	0.0723139475612458	0	NA	NA	NA
Cell Painting	mepacrine	NA	0.12 uM	L05	5	0.0443715236558034	0.029	NA	NA	NA
Cell Painting	mepazine	NA	0.12 uM	H05	5	0.0422137183563418	0.038	NA	NA	NA
Cell Painting	mephentermine	adrenergic receptor agonist	0.12 uM	O11	5	0.0801184509822236	0.001	20	0.002574939720989639	0.838
Cell Painting	mepivacaine	NA	0.12 uM	P05	4	0.0675966871093681	0.011	NA	NA	NA
Cell Painting	mepyramine	histamine receptor antagonist	0.12 uM	I17	5	0.0135446998780747	0.525	24	0.007805857062870054	0.446
Cell Painting	merbarone	topoisomerase inhibitor	0.12 uM	I23	5	0.0445679200851123	0.119	15	0.009568127793505467	0.376
Cell Painting	mericitabine	hcv inhibitor	0.12 uM	G11	5	0.0251709411763823	0.107	7	0.006637583574801544	0.53
Cell Painting	merimepodib	inosine monophosphate dehydrogenase inhibitor	0.12 uM	H11	5	0.0222583692852277	0.114	NA	NA	NA
Cell Painting	mestranol	estrogen receptor agonist	0.12 uM	K23	5	0.0871438393743539	0.066	6	0.020177965716484354	0.191
Cell Painting	mesulergine	dopamine receptor agonist	0.12 uM	C11	5	0.06277699928144	0	9	-0.005176413370368144	0.902
Cell Painting	metamizole	NA	0.12 uM	J11	5	-7.519560474815359e-5	0.578	NA	NA	NA
Cell Painting	metatinib	bcr-abl kinase inhibitor	0.12 uM	P17	5	0.1033691366032254	0	NA	NA	NA
Cell Painting	metenkephalin	immunostimulant	0.12 uM	N11	5	0.0733861218793316	0	NA	NA	NA
Cell Painting	metergoline	NA	0.12 uM	I23	5	0.0703778619901885	0.007	NA	NA	NA
Cell Painting	metformin	insulin sensitizer	0.12 uM	P17	5	0.0369265435454802	0.167	NA	NA	NA
Cell Painting	methazolamide	carbonic anhydrase inhibitor	0.12 uM	G23	5	0.1576842010061911	0	5	0.014596549338035518	0.367
Cell Painting	methimazole	antithyroid agent	0.12 uM	J23	5	0.1051732759439222	0	NA	NA	NA
Cell Painting	methiopril	angiotensin converting enzyme inhibitor	0.12 uM	K17	5	-0.0049701303099176	0.736	8	0.021701572298365397	0.106
Cell Painting	methocarbamol	NA	0.12 uM	C05	5	0.0114131225867223	0.327	NA	NA	NA
Cell Painting	methoxsalen	dna synthesis inhibitor	0.12 uM	E23	5	0.030145039966845	0.491	7	0.005972606793368265	0.545
Cell Painting	methyldopa	adrenergic receptor agonist	0.12 uM	M23	5	0.374736027106699	0.013	20	0.002574939720989639	0.838
Cell Painting	methylnaltrexone	opioid receptor antagonist	0.12 uM	J05	5	0.0849541405466715	0	4	0.016070799878540102	0.332
Cell Painting	methylprednisolone	glucocorticoid receptor agonist	0.12 uM	H05	5	0.5660482901269318	0	14	0.3459664919953673	0
Cell Painting	metixene	acetylcholine receptor antagonist	0.12 uM	I05	5	0.0445026931791162	0.014	21	0.013668237501608511	0.095
Cell Painting	metoclopramide	dopamine receptor antagonist|serotonin receptor antagonist	0.12 uM	I23	5	0.0476636784080914	0.09	9	0.01801473453050567	0.155
Cell Painting	metolazone	carbonic anhydrase inhibitor	0.12 uM	M17	5	0.0935452167846433	0	5	0.014596549338035518	0.367
Cell Painting	metoprolol	adrenergic receptor antagonist	0.12 uM	A17	5	0.0110555324054415	0.701	31	0.009110430087823206	0.307
Cell Painting	mf-101	estrogen receptor agonist	0.12 uM	H05	5	0.0392057192771029	0.051	6	0.020177965716484354	0.191
Cell Painting	mianserin	serotonin receptor antagonist	0.12 uM	C11	5	0.0228426490920303	0.17	12	0.0035545129942511308	0.668
Cell Painting	mibampator	glutamate receptor modulator	0.12 uM	N05	2	0.0277897244971526	0.396	3	-0.031378555565353836	0.923
Cell Painting	mibefradil	t-type calcium channel blocker	0.12 uM	I11	5	0.0149380806592596	0.238	3	0.04097331889015657	0.101
Cell Painting	miconazole	bacterial cell wall synthesis inhibitor	0.12 uM	E23	5	0.1411828575545989	0.001	14	7.836360066157877e-4	0.836
Cell Painting	midodrine	adrenergic receptor agonist	0.12 uM	O11	5	0.0142172695037994	0.403	20	0.002574939720989639	0.838
Cell Painting	midostaurin	NA	0.12 uM	I05	5	0.1189927982562895	0	NA	NA	NA
Cell Painting	mifobate	NA	0.12 uM	N17	5	0.0158985511327204	0.314	NA	NA	NA
Cell Painting	miglitol	glucosidase inhibitor	0.12 uM	E17	5	0.0397339539859227	0.061	3	0.022107581689671887	0.256
Cell Painting	milacemide	monoamine oxidase inhibitor	0.12 uM	G23	5	0.0302947832823166	0.388	6	-0.004178001166181549	0.774
Cell Painting	milnacipran	serotonin reuptake inhibitor	0.12 uM	O11	5	0.1086027643784883	0	4	-0.007370365238253591	0.786
Cell Painting	milrinone	phosphodiesterase inhibitor	0.12 uM	O17	5	0.0606528440612997	0.002	28	0.013802077576337054	0.076
Cell Painting	minaprine	serotonin reuptake inhibitor	0.12 uM	K23	4	0.0864504212165707	0.103	4	-0.007370365238253591	0.786
Cell Painting	minoxidil	NA	0.12 uM	L11	5	0.0284240013072186	0.046	NA	NA	NA
Cell Painting	mirodenafil	phosphodiesterase inhibitor	0.12 uM	G23	5	0.0895986784992908	0	28	0.013802077576337054	0.076
Cell Painting	mirtazapine	NA	0.12 uM	I17	5	0.0181530717926856	0.406	NA	NA	NA
Cell Painting	mitomycin-c	NA	0.12 uM	I11	5	0.5960695608953355	0	NA	NA	NA
Cell Painting	mk-0752	gamma secretase inhibitor	0.12 uM	B17	5	0.0232203055750423	0.294	7	0.010392630474405662	0.405
Cell Painting	mk-0773	androgen receptor modulator	0.12 uM	E17	2	0.0653277591611274	0.12	3	0.027854223122429897	0.204
Cell Painting	mk-0812	cc chemokine receptor antagonist	0.12 uM	I23	5	0.1036991987640573	0	7	-0.006995494884513481	0.912
Cell Painting	mk-0893	NA	0.12 uM	G05	5	0.0588452231967561	0.003	NA	NA	NA
Cell Painting	mk-2461	fgfr inhibitor|vegfr inhibitor	0.12 uM	D23	5	0.1119276781519046	0	3	0.026947958975625803	0.21
Cell Painting	mk-3207	calcitonin antagonist	0.12 uM	N23	5	0.0660808988601031	0.035	3	0.012761190093189927	0.385
Cell Painting	mk-8033	c-met inhibitor	0.12 uM	J11	5	0.0714889282180356	0	NA	NA	NA
Cell Painting	mk-8245	NA	0.12 uM	N11	5	0.0294382551268604	0.094	NA	NA	NA
Cell Painting	mln0128	mtor inhibitor	0.12 uM	L05	5	0.6177704098962977	0	6	0.24749596986488717	0
Cell Painting	mln2480	raf inhibitor	0.12 uM	N17	2	-0.0520854537674948	0.928	5	0.06145731262250253	0.004
Cell Painting	mln9708	proteasome inhibitor	0.12 uM	N11	5	0.6088496095207085	0	4	0.20090386137490351	0
Cell Painting	moclobemide	monoamine oxidase inhibitor	0.12 uM	M11	5	-0.0017136370555164	0.719	6	-0.004178001166181549	0.774
Cell Painting	molindone	dopamine receptor antagonist	0.12 uM	P11	5	0.1402972470577897	0	19	-0.001498395727189042	0.965
Cell Painting	molsidomine	NA	0.12 uM	P05	5	0.0589209387294262	0.015	NA	NA	NA
Cell Painting	moxidectin	NA	0.12 uM	N17	5	0.0857116603554492	0	NA	NA	NA
Cell Painting	moxifloxacin	bacterial dna gyrase inhibitor	0.12 uM	N17	5	0.0491484686498489	0.008	11	0.002880721731251867	0.7
Cell Painting	moxisylyte	adrenergic receptor antagonist	0.12 uM	M23	5	0.2261924008941951	0.209	31	0.009110430087823206	0.307
Cell Painting	mozavaptan	vasopressin receptor antagonist	0.12 uM	I23	5	0.0272482000888933	0.417	4	0.0032419292982788337	0.589
Cell Painting	mycophenolate-mofetil	NA	0.12 uM	A11	5	0.226218825840979	0	NA	NA	NA
Cell Painting	mycophenolic-acid	NA	0.12 uM	L11	5	0.4619594633228836	0	NA	NA	NA
Cell Painting	n6022	alcohol dehydrogenase inhibitor	0.12 uM	A11	5	0.0397929609906772	0.111	NA	NA	NA
Cell Painting	nafamostat	NA	0.12 uM	I17	5	0.0585242739700093	0.009	NA	NA	NA
Cell Painting	naftidrofuryl	adrenergic receptor antagonist	0.12 uM	A11	5	0.0063565071351971	0.687	31	0.009110430087823206	0.307
Cell Painting	naftopidil	adrenergic receptor antagonist	0.12 uM	G23	4	0.084214998574073	0.009	31	0.009110430087823206	0.307
Cell Painting	nalbuphine	opioid receptor agonist|opioid receptor antagonist	0.12 uM	N05	5	0.0247615416281325	0.295	NA	NA	NA
Cell Painting	naphazoline	adrenergic receptor agonist	0.12 uM	L23	5	0.0838269845367917	0.01	20	0.002574939720989639	0.838
Cell Painting	naproxen	cyclooxygenase inhibitor	0.12 uM	F23	5	0.1607048818231707	0	27	0.010191237151493292	0.241
Cell Painting	naringenin	NA	0.12 uM	F05	5	0.0134009248168662	0.357	NA	NA	NA
Cell Painting	narlaprevir	hcv inhibitor	0.12 uM	K23	5	0.0636658365760952	0.144	7	0.006637583574801544	0.53
Cell Painting	nateglinide	insulin secretagogue	0.12 uM	P23	2	0.147501871517514	0.801	4	-0.017247053964666876	0.888
Cell Painting	navitoclax	bcl inhibitor	0.12 uM	P23	5	0.493059261564297	0.084	3	0.013295509986185729	0.375
Cell Painting	nebivolol	adrenergic receptor antagonist	0.12 uM	D17	5	0.0686168578570255	0	31	0.009110430087823206	0.307
Cell Painting	nefiracetam	NA	0.12 uM	K17	5	0.0048396356619023	0.512	NA	NA	NA
Cell Painting	nefopam	cyclooxygenase inhibitor	0.12 uM	N17	5	0.0342173924054743	0.05	27	0.010191237151493292	0.241
Cell Painting	nelarabine	NA	0.12 uM	D05	5	0.0974260008884661	0	NA	NA	NA
Cell Painting	nemonapride	NA	0.12 uM	A11	5	0.1131282761332656	0	NA	NA	NA
Cell Painting	nepafenac	cyclooxygenase inhibitor	0.12 uM	A23	5	0.0489976384132988	0.122	27	0.010191237151493292	0.241
Cell Painting	neratinib	egfr inhibitor	0.12 uM	M23	5	0.3922927813205563	0.011	13	0.10843464893653823	0
Cell Painting	nesbuvir	rna polymerase inhibitor	0.12 uM	P11	5	0.0446039675345739	0.196	7	0.021337385157429094	0.139
Cell Painting	netupitant	tachykinin antagonist	0.12 uM	O11	5	0.0214515526020641	0.247	6	0.004840835102686566	0.554
Cell Painting	nevirapine	reverse transcriptase inhibitor	0.12 uM	A11	5	0.1491000263327552	0	3	-0.04806221685424647	0.98
Cell Painting	niacin	NA	0.12 uM	M23	5	0.5066228261089456	0	NA	NA	NA
Cell Painting	nicaraven	free radical scavenger	0.12 uM	O23	5	0.0602570712618615	0.066	4	-0.007935682820329734	0.787
Cell Painting	nicardipine	calcium channel blocker	0.12 uM	E23	5	0.0403768319248084	0.299	15	-0.003119600673337827	0.967
Cell Painting	nicergoline	adrenergic receptor antagonist	0.12 uM	I11	5	0.0164701087225458	0.205	31	0.009110430087823206	0.307
Cell Painting	nicotinamide	protein synthesis stimulant	0.12 uM	D11	5	0.0124734916627784	0.275	3	0.016091925818279108	0.34
Cell Painting	nicotine	acetylcholine receptor agonist	0.12 uM	F17	5	0.0334206236936033	0.073	8	-0.008460580434801697	0.93
Cell Painting	niguldipine	NA	0.12 uM	N11	5	0.0201979460089129	0.226	NA	NA	NA
Cell Painting	nikethamide	immunostimulant	0.12 uM	M17	5	0.049596075063959	0.005	NA	NA	NA
Cell Painting	nilotinib	NA	0.12 uM	C17	5	0.084014360993756	0	NA	NA	NA
Cell Painting	nimesulide	cyclooxygenase inhibitor	0.12 uM	J05	5	0.0588523952492706	0.003	27	0.010191237151493292	0.241
Cell Painting	nimodipine	calcium channel blocker	0.12 uM	G23	5	0.0671409872532722	0.004	15	-0.003119600673337827	0.967
Cell Painting	nintedanib	NA	0.12 uM	L05	5	-0.0182162931048107	0.982	NA	NA	NA
Cell Painting	nisoxetine	NA	0.12 uM	I23	5	0.0614932513908945	0.018	NA	NA	NA
Cell Painting	nitrendipine	calcium channel blocker	0.12 uM	G23	5	0.0296108609150541	0.41	15	-0.003119600673337827	0.967
Cell Painting	nizofenone	NA	0.12 uM	I05	5	0.0287691466890839	0.139	NA	NA	NA
Cell Painting	nms-1286937	plk inhibitor	0.12 uM	I05	5	0.622127187381422	0	4	0.5872633027724714	0
Cell Painting	norethindrone	progestogen hormone	0.12 uM	G11	5	0.1399113712423683	0	NA	NA	NA
Cell Painting	norethisterone	progesterone receptor agonist	0.12 uM	N17	5	0.0956104605090961	0	7	0.012013501901467903	0.357
Cell Painting	norfloxacin	bacterial dna gyrase inhibitor	0.12 uM	O11	5	0.0473129430230763	0.013	11	0.002880721731251867	0.7
Cell Painting	norgestrel	progesterone receptor agonist	0.12 uM	M05	5	0.2506529465826083	0	7	0.012013501901467903	0.357
Cell Painting	nortriptyline	tricyclic antidepressant	0.12 uM	J11	5	0.0244949327416409	0.09	NA	NA	NA
Cell Painting	noscapine	NA	0.12 uM	F23	5	0.0690521232789563	0.009	NA	NA	NA
Cell Painting	novobiocin	bacterial dna gyrase inhibitor	0.12 uM	N05	5	0.040317782365328	0.085	11	0.002880721731251867	0.7
Cell Painting	nsi-189	neurotrophic agent	0.12 uM	D23	5	0.0498595623252326	0.077	NA	NA	NA
Cell Painting	nutlin-3	mdm inhibitor	0.12 uM	A23	5	0.0505968143143663	0.103	3	0.005024147127264466	0.513
Cell Painting	nvp-dpp728	dipeptidyl peptidase inhibitor	0.12 uM	J23	5	0.0325997852716294	0.376	3	0.016353499672608636	0.339
Cell Painting	nxy-059	free radical scavenger	0.12 uM	E05	5	0.0304805153160834	0.083	4	-0.007935682820329734	0.787
Cell Painting	o6-benzylguanine	o6-alkylguanine-dna alkyltransferase inhibitor	0.12 uM	L17	5	0.0257914946927907	0.164	NA	NA	NA
Cell Painting	odanacatib	cathepsin inhibitor	0.12 uM	H23	5	0.04424608225189	0.147	NA	NA	NA
Cell Painting	ofloxacin	bacterial dna gyrase inhibitor	0.12 uM	N05	5	0.0514592141112453	0.018	11	0.002880721731251867	0.7
Cell Painting	oglemilast	phosphodiesterase inhibitor	0.12 uM	B11	5	0.0461487118626562	0.016	28	0.013802077576337054	0.076
Cell Painting	olaparib	parp inhibitor	0.12 uM	I11	4	-0.0065725769925428	0.728	5	0.01382737047651994	0.379
Cell Painting	olmesartan	angiotensin receptor antagonist	0.12 uM	M11	5	0.0248083604621312	0.122	4	-0.01192826869646108	0.835
Cell Painting	omecamtiv-mecarbil	NA	0.12 uM	O23	5	0.0576071294303918	0.081	NA	NA	NA
Cell Painting	omeprazole	atpase inhibitor	0.12 uM	B11	5	0.0622333525339143	0.002	3	-0.019006712526523337	0.82
Cell Painting	ondansetron	serotonin receptor antagonist	0.12 uM	C17	5	0.1847256281966676	0	12	0.0035545129942511308	0.668
Cell Painting	oprozomib	proteasome inhibitor	0.12 uM	O11	5	0.3789102481160286	0	4	0.20090386137490351	0
Cell Painting	orantinib	NA	0.12 uM	A17	5	0.0489066897118424	0.108	NA	NA	NA
Cell Painting	ore1001	angiotensin converting enzyme inhibitor	0.12 uM	L23	5	0.18496173342004	0	8	0.021701572298365397	0.106
Cell Painting	org-9768	adrenergic receptor antagonist	0.12 uM	I17	2	-0.0450524161605681	0.921	31	0.009110430087823206	0.307
Cell Painting	orlistat	lipase inhibitor	0.12 uM	F17	5	0.0330959590556862	0.076	NA	NA	NA
Cell Painting	orphenadrine	acetylcholine receptor antagonist	0.12 uM	H23	5	0.0922271871610461	0.001	21	0.013668237501608511	0.095
Cell Painting	orteronel	NA	0.12 uM	E05	4	0.0406889922570948	0.066	NA	NA	NA
Cell Painting	oseltamivir-carboxylate	NA	0.12 uM	E05	5	0.0451648851445189	0.017	NA	NA	NA
Cell Painting	ostarine	androgen receptor modulator	0.12 uM	N23	5	0.1452628120531034	0	3	0.027854223122429897	0.204
Cell Painting	otamixaban	coagulation factor inhibitor	0.12 uM	G11	5	0.0455535792617291	0.006	4	-0.03484726712270758	0.983
Cell Painting	otilonium	acetylcholine receptor antagonist	0.12 uM	M11	5	0.0163256704986347	0.277	21	0.013668237501608511	0.095
Cell Painting	ots167	NA	0.12 uM	O11	5	0.7638010699657943	0	NA	NA	NA
Cell Painting	oxandrolone	NA	0.12 uM	B17	5	0.1366873199594844	0	NA	NA	NA
Cell Painting	oxaprozin	cyclooxygenase inhibitor	0.12 uM	B23	5	0.0892759499882391	0.018	27	0.010191237151493292	0.241
Cell Painting	oxatomide	histamine receptor antagonist	0.12 uM	J05	4	0.0712987884921474	0.006	24	0.007805857062870054	0.446
Cell Painting	oxfendazole	NA	0.12 uM	G23	5	0.0406122850830123	0.184	NA	NA	NA
Cell Painting	oxiconazole	bacterial cell wall synthesis inhibitor	0.12 uM	C05	5	-0.0017527638212905	0.68	14	7.836360066157877e-4	0.836
Cell Painting	oxiperomide	dopamine receptor antagonist	0.12 uM	K23	5	0.1132672914273702	0.036	19	-0.001498395727189042	0.965
Cell Painting	oxybenzone	lipase inhibitor	0.12 uM	J23	5	0.0551737675915723	0.053	NA	NA	NA
Cell Painting	oxybuprocaine	NA	0.12 uM	N23	5	0.1306310561365069	0	NA	NA	NA
Cell Painting	oxybutynin	acetylcholine receptor antagonist	0.12 uM	I23	5	0.0622230334733433	0.018	21	0.013668237501608511	0.095
Cell Painting	oxymetazoline	adrenergic receptor agonist	0.12 uM	D17	5	0.0897713357670134	0	20	0.002574939720989639	0.838
Cell Painting	oxypurinol	xanthine oxidase inhibitor	0.12 uM	D17	5	0.0663237760817714	0.001	3	0.00411616968444742	0.532
Cell Painting	ozagrel	thromboxane synthase inhibitor	0.12 uM	G05	5	0.0339268834744686	0.087	NA	NA	NA
Cell Painting	pa-824	nitric oxide donor	0.12 uM	M05	5	0.0738673775474045	0.01	NA	NA	NA
Cell Painting	paclitaxel	tubulin inhibitor	0.12 uM	H23	5	0.5448846010994	0	8	0.03941576045631294	0.006
Cell Painting	palbociclib	cdk inhibitor	0.12 uM	A23	5	0.4807911839538663	0	7	0.10220626357604508	0
Cell Painting	palmitoylethanolamide	cannabinoid receptor agonist	0.12 uM	B23	5	0.08789057942061	0.018	3	0.0026348997515119052	0.549
Cell Painting	palomid-529	NA	0.12 uM	B23	5	0.1081789735201187	0.012	NA	NA	NA
Cell Painting	palonosetron	serotonin receptor antagonist	0.12 uM	E17	5	0.0068266198861221	0.672	12	0.0035545129942511308	0.668
Cell Painting	palovarotene	retinoid receptor agonist	0.12 uM	I11	5	0.2037832872994186	0	6	0.13268630630196093	0
Cell Painting	papaverine	phosphodiesterase inhibitor	0.12 uM	A17	5	0.0630349493264635	0.048	28	0.013802077576337054	0.076
Cell Painting	paracetamol	cyclooxygenase inhibitor	0.12 uM	J23	2	0.0118962023552911	0.625	27	0.010191237151493292	0.241
Cell Painting	paroxetine	selective serotonin reuptake inhibitor (ssri)	0.12 uM	D17	2	-5.63703235219e-4	0.58	4	0.009244456736093844	0.473
Cell Painting	pasireotide	NA	0.12 uM	N05	5	0.0652147676349762	0.002	NA	NA	NA
Cell Painting	pazopanib	NA	0.12 uM	I05	5	0.0743919999977047	0	NA	NA	NA
Cell Painting	pazufloxacin	topoisomerase inhibitor	0.12 uM	M11	5	0.0685580218407664	0	15	0.009568127793505467	0.376
Cell Painting	pd123319	NA	0.12 uM	L17	5	0.0456821593971802	0.025	NA	NA	NA
Cell Painting	pd153035	egfr inhibitor	0.12 uM	E05	5	0.0801922989778747	0	13	0.10843464893653823	0
Cell Painting	pelitinib	egfr inhibitor	0.12 uM	E05	5	0.1836653950497451	0	13	0.10843464893653823	0
Cell Painting	pemirolast	NA	0.12 uM	C11	5	0.012205024139116	0.399	NA	NA	NA
Cell Painting	penfluridol	t-type calcium channel blocker	0.12 uM	P17	5	0.132097320512915	0	3	0.04097331889015657	0.101
Cell Painting	penicillin-v-potassium	bacterial cell wall synthesis inhibitor	0.12 uM	P11	2	0.0104927879323812	0.672	14	7.836360066157877e-4	0.836
Cell Painting	pentamidine	NA	0.12 uM	G11	5	0.0502693672250225	0.003	NA	NA	NA
Cell Painting	pentoxifylline	phosphodiesterase inhibitor	0.12 uM	G11	5	0.0357044128068399	0.023	28	0.013802077576337054	0.076
Cell Painting	perhexiline	carnitine palmitoyltransferase inhibitor	0.12 uM	D17	5	0.0109388363080186	0.511	NA	NA	NA
Cell Painting	pf-02545920	phosphodiesterase inhibitor	0.12 uM	K23	5	0.0685911167680996	0.116	28	0.013802077576337054	0.076
Cell Painting	pf-03084014	gamma secretase inhibitor	0.12 uM	P23	5	0.5775919549948751	0.014	7	0.010392630474405662	0.405
Cell Painting	pf-03758309	NA	0.12 uM	K17	5	0.6781103366261498	0	NA	NA	NA
Cell Painting	pf-03814735	aurora kinase inhibitor	0.12 uM	E05	5	0.5683887934618	0	NA	NA	NA
Cell Painting	pf-04136309	cc chemokine receptor antagonist	0.12 uM	H23	5	0.0451017198109271	0.14	7	-0.006995494884513481	0.912
Cell Painting	pf-04447943	phosphodiesterase inhibitor	0.12 uM	N23	5	0.0714514624174402	0.018	28	0.013802077576337054	0.076
Cell Painting	pf-04457845	NA	0.12 uM	P17	5	0.0541394020747845	0.033	NA	NA	NA
Cell Painting	pf-04620110	diacylglycerol o acyltransferase inhibitor	0.12 uM	J11	5	0.0068507597655635	0.396	NA	NA	NA
