moa	no_of_replicates	dose	matching_score	assay	p_value	pass_thresh	neg_log_10_p_val
mineralocorticoid receptor antagonist	3	10 uM	0.08695683098503555	Cell Painting	0.075	FALSE	1.1249387366083
monoamine oxidase inhibitor	6	10 uM	-0.004994073837492306	Cell Painting	0.888	FALSE	0.05158703422139897
mtor inhibitor	6	10 uM	0.330449092975246	Cell Painting	0	TRUE	3.5
mtor inhibitor|pi3k inhibitor	4	10 uM	0.20918226338842966	Cell Painting	0.001	TRUE	3
mucolytic agent	3	10 uM	-0.04789285875221062	Cell Painting	0.968	FALSE	0.014124642691606345
nfkb pathway inhibitor	4	10 uM	0.069735180219037	Cell Painting	0.05	FALSE	1.3010299956639813
nitric oxide synthase inhibitor	4	10 uM	-0.004449834098443051	Cell Painting	0.785	FALSE	0.10513034325474745
non-nucleoside reverse transcriptase inhibitor	4	10 uM	0.09223350566352287	Cell Painting	0.021	TRUE	1.6777807052660807
nucleoside reverse transcriptase inhibitor	4	10 uM	8.433189943690916e-4	Cell Painting	0.715	FALSE	0.1456939581989194
opioid receptor agonist	3	10 uM	0.04285626165029559	Cell Painting	0.23	FALSE	0.638272163982407
opioid receptor antagonist	4	10 uM	0.00835965477724242	Cell Painting	0.6	FALSE	0.2218487496163564
p38 mapk inhibitor	6	10 uM	0.048266623999777825	Cell Painting	0.081	FALSE	1.0915149811213503
parp inhibitor	5	10 uM	0.01566758072046506	Cell Painting	0.497	FALSE	0.3036436112666679
phosphodiesterase inhibitor	28	10 uM	0.01871649584188156	Cell Painting	0.329	FALSE	0.48280410205002566
pi3k inhibitor	7	10 uM	0.04761859745777398	Cell Painting	0.06	FALSE	1.2218487496163564
pkc inhibitor	4	10 uM	0.021522625115036467	Cell Painting	0.402	FALSE	0.3957739469155299
plk inhibitor	4	10 uM	0.6289110187942608	Cell Painting	0	TRUE	3.5
potassium channel activator	6	10 uM	-0.0013382309264494284	Cell Painting	0.829	FALSE	0.08144546944972647
potassium channel blocker	4	10 uM	0.05590497173593273	Cell Painting	0.097	FALSE	1.0132282657337552
ppar receptor agonist	3	10 uM	0.053403527519401146	Cell Painting	0.171	FALSE	0.7670038896078462
ppar receptor agonist|insulin sensitizer	3	10 uM	0.1861853684363781	Cell Painting	0.004	TRUE	2.3979400086720375
progesterone receptor agonist	7	10 uM	0.07049064284468985	Cell Painting	0.008	TRUE	2.0969100130080562
prostanoid receptor agonist	3	10 uM	0.04836067714620764	Cell Painting	0.2	FALSE	0.6989700043360187
prostanoid receptor antagonist	3	10 uM	0.058654612317005306	Cell Painting	0.15	FALSE	0.8239087409443188
proteasome inhibitor	4	10 uM	0.5921636286259633	Cell Painting	0	TRUE	3.5
protein synthesis inhibitor	6	10 uM	0.0011002792311072059	Cell Painting	0.786	FALSE	0.10457745396059209
protein synthesis stimulant	3	10 uM	0.029064607252388994	Cell Painting	0.356	FALSE	0.44855000202712486
purinergic receptor antagonist	3	10 uM	0.008145483574218905	Cell Painting	0.562	FALSE	0.2502636844309389
raf inhibitor	5	10 uM	0.012392739838761144	Cell Painting	0.558	FALSE	0.25336580106242124
retinoid receptor agonist	6	10 uM	0.07952019312952502	Cell Painting	0.006	TRUE	2.221848749616356
reverse transcriptase inhibitor	3	10 uM	-0.039092049806604315	Cell Painting	0.955	FALSE	0.019996628416253676
rho associated kinase inhibitor	6	10 uM	0.06518040052846241	Cell Painting	0.016	TRUE	1.7958800173440752
rna polymerase inhibitor	7	10 uM	0.01568597296636703	Cell Painting	0.503	FALSE	0.2984320149440726
selective serotonin reuptake inhibitor (ssri)	4	10 uM	0.1554796030459581	Cell Painting	0.002	TRUE	2.6989700043360187
serotonin receptor agonist	12	10 uM	0.006519054388011246	Cell Painting	0.844	FALSE	0.07365755337434496
serotonin receptor agonist|serotonin receptor antagonist	3	10 uM	0.10465151294048217	Cell Painting	0.041	TRUE	1.3872161432802645
serotonin receptor antagonist	12	10 uM	0.04626586417665666	Cell Painting	0.015	TRUE	1.8239087409443189
serotonin reuptake inhibitor	4	10 uM	0.02367792379202029	Cell Painting	0.381	FALSE	0.4190750243243807
sigma receptor antagonist	3	10 uM	0.03723491151556504	Cell Painting	0.282	FALSE	0.549750891680639
sodium channel blocker	11	10 uM	0.018871193305394184	Cell Painting	0.386	FALSE	0.41341269532824504
sterol demethylase inhibitor	7	10 uM	0.02089809096430934	Cell Painting	0.382	FALSE	0.41793663708829126
t-type calcium channel blocker	3	10 uM	0.05786675847156603	Cell Painting	0.154	FALSE	0.8124792791635369
tachykinin antagonist	6	10 uM	0.10246776929416729	Cell Painting	0.001	TRUE	3
topoisomerase inhibitor	15	10 uM	0.039545755832323365	Cell Painting	0.017	TRUE	1.7695510786217261
tubulin inhibitor	8	10 uM	0.29320251172867334	Cell Painting	0	TRUE	3.5
tyrosine kinase inhibitor	4	10 uM	0.007402773606152045	Cell Painting	0.609	FALSE	0.21538270736712464
vasopressin receptor antagonist	4	10 uM	-0.0026555309545747904	Cell Painting	0.764	FALSE	0.11690664142431006
vegfr inhibitor	4	10 uM	0.06232541889323869	Cell Painting	0.064	FALSE	1.193820026016113
vitamin d receptor agonist	5	10 uM	0.1618853015836741	Cell Painting	0.001	TRUE	3
xanthine oxidase inhibitor	3	10 uM	-0.005502413895745845	Cell Painting	0.73	FALSE	0.1366771398795441
xiap inhibitor	3	10 uM	0.21445113623673434	Cell Painting	0.003	TRUE	2.5228787452803374
plk inhibitor	24	All	0.5824570847390291	Cell Painting	0	TRUE	3.5
aurora kinase inhibitor	12	All	0.5290879353243605	Cell Painting	0	TRUE	3.5
glucocorticoid receptor agonist	84	All	0.3465772836509424	Cell Painting	0	TRUE	3.5
proteasome inhibitor	24	All	0.3243634003056352	Cell Painting	0	TRUE	3.5
mtor inhibitor	36	All	0.307607629946045	Cell Painting	0	TRUE	3.5
mek inhibitor	48	All	0.29530174677688653	Cell Painting	0	TRUE	3.5
hsp inhibitor	30	All	0.2806764576689837	Cell Painting	0	TRUE	3.5
xiap inhibitor	18	All	0.20933591484669656	Cell Painting	0	TRUE	3.5
androgen receptor agonist	6	All	0.19364881674638063	Cell Painting	0	TRUE	3.5
norepinephrine reputake inhibitor|tricyclic antidepressant	12	All	0.1724613854311437	Cell Painting	0	TRUE	3.5
diacylglycerol o acyltransferase inhibitor	12	All	0.14206035679461726	Cell Painting	0	TRUE	3.5
mtor inhibitor|pi3k inhibitor	24	All	0.13934289539765862	Cell Painting	0	TRUE	3.5
retinoid receptor agonist	36	All	0.11212164473324515	Cell Painting	0	TRUE	3.5
carnitine palmitoyltransferase inhibitor	12	All	0.11196501396541422	Cell Painting	0	TRUE	3.5
cdk inhibitor	42	All	0.10973081738417556	Cell Painting	0	TRUE	3.5
aromatase inhibitor	18	All	0.10450767969436292	Cell Painting	0	TRUE	3.5
mdm inhibitor	18	All	0.10364019025856819	Cell Painting	0	TRUE	3.5
dna methyltransferase inhibitor	18	All	0.09547123987259112	Cell Painting	0	TRUE	3.5
egfr inhibitor	72	All	0.09100204938342943	Cell Painting	0	TRUE	3.5
gaba receptor antagonist	12	All	0.08650799631937392	Cell Painting	0	TRUE	3.5
vitamin d receptor agonist	30	All	0.07921069659709838	Cell Painting	0	TRUE	3.5
progestogen hormone	12	All	0.07296569421358311	Cell Painting	0	TRUE	3.5
calcineurin inhibitor	18	All	0.07034419167788793	Cell Painting	0	TRUE	3.5
progesterone receptor antagonist	12	All	0.06940334485926582	Cell Painting	0	TRUE	3.5
p38 mapk inhibitor	36	All	0.0688011749632519	Cell Painting	0	TRUE	3.5
tubulin inhibitor	48	All	0.06722416686408822	Cell Painting	0	TRUE	3.5
vesicular monoamine transporter inhibitor	12	All	0.06338871235091198	Cell Painting	0	TRUE	3.5
thromboxane synthase inhibitor	12	All	0.0614513476879158	Cell Painting	0	TRUE	3.5
trpv antagonist	12	All	0.052323774912384505	Cell Painting	0	TRUE	3.5
microtubule inhibitor	18	All	0.04350162491392584	Cell Painting	0	TRUE	3.5
purine antagonist	12	All	0.04279495333883104	Cell Painting	0	TRUE	3.5
androgen receptor modulator	18	All	0.041422668729009085	Cell Painting	0	TRUE	3.5
bcl inhibitor	18	All	0.04127932434523951	Cell Painting	0	TRUE	3.5
antiviral	12	All	0.03911607328477994	Cell Painting	0	TRUE	3.5
ppar receptor agonist|insulin sensitizer	18	All	0.03838212697866285	Cell Painting	0	TRUE	3.5
gamma secretase inhibitor	42	All	0.03686928826574688	Cell Painting	0	TRUE	3.5
hdac inhibitor	78	All	0.036316276448232473	Cell Painting	0	TRUE	3.5
akt inhibitor	30	All	0.035792374039278145	Cell Painting	0	TRUE	3.5
progesterone receptor agonist	42	All	0.03578733632793957	Cell Painting	0	TRUE	3.5
jnk inhibitor	12	All	0.034641067901734435	Cell Painting	0	TRUE	3.5
farnesyltransferase inhibitor	18	All	0.03447287163527703	Cell Painting	0	TRUE	3.5
sulfonylurea	12	All	0.03438243121996804	Cell Painting	0	TRUE	3.5
ribonucleoside reductase inhibitor	12	All	0.03317580708681236	Cell Painting	0	TRUE	3.5
raf inhibitor	30	All	0.032402893776902184	Cell Painting	0	TRUE	3.5
cathepsin inhibitor	12	All	0.03134462044341246	Cell Painting	0	TRUE	3.5
focal adhesion kinase inhibitor	12	All	0.030761425201185445	Cell Painting	0	TRUE	3.5
neurotrophic agent	12	All	0.030440442579716315	Cell Painting	0	TRUE	3.5
thymidylate synthase inhibitor	12	All	0.030295933494566298	Cell Painting	0	TRUE	3.5
hiv integrase inhibitor	18	All	0.029720147566413467	Cell Painting	0	TRUE	3.5
thyrotropin releasing hormone receptor agonist	12	All	0.028587324218316015	Cell Painting	0	TRUE	3.5
insulin sensitizer	12	All	0.028222181540122335	Cell Painting	0	TRUE	3.5
prostanoid receptor agonist	18	All	0.028191723729521646	Cell Painting	0	TRUE	3.5
inosine monophosphate dehydrogenase inhibitor	12	All	0.0281266356287216	Cell Painting	0	TRUE	3.5
serotonin receptor agonist|serotonin receptor antagonist	18	All	0.027852866176963892	Cell Painting	0	TRUE	3.5
thromboxane receptor antagonist	12	All	0.02779900396003434	Cell Painting	0	TRUE	3.5
dihydroorotate dehydrogenase inhibitor	12	All	0.02740513071257786	Cell Painting	0	TRUE	3.5
dna alkylating agent	12	All	0.026739735541505764	Cell Painting	0	TRUE	3.5
matrix metalloprotease inhibitor	18	All	0.026016003060218285	Cell Painting	0	TRUE	3.5
pkc inhibitor	24	All	0.025426288694065713	Cell Painting	0	TRUE	3.5
gaba receptor modulator	24	All	0.02500581931717034	Cell Painting	0	TRUE	3.5
bcr-abl kinase inhibitor	12	All	0.02500419098261114	Cell Painting	0	TRUE	3.5
alk tyrosine kinase receptor inhibitor	18	All	0.024649468475980055	Cell Painting	0	TRUE	3.5
rho associated kinase inhibitor	24	All	0.023247749529260776	Cell Painting	0	TRUE	3.5
vegfr inhibitor	24	All	0.0214688618048856	Cell Painting	0	TRUE	3.5
mineralocorticoid receptor antagonist	18	All	0.020670341831896616	Cell Painting	0	TRUE	3.5
growth hormone secretagogue receptor agonist	12	All	0.01929855757262358	Cell Painting	0.004	TRUE	2.3979400086720375
platelet activating factor receptor antagonist	12	All	0.01919459298967846	Cell Painting	0.004	TRUE	2.3979400086720375
gaba receptor agonist	12	All	0.018153196706696736	Cell Painting	0.007	TRUE	2.154901959985743
antithyroid agent	12	All	0.018127683279939466	Cell Painting	0.007	TRUE	2.154901959985743
pim kinase inhibitor	12	All	0.017214931107638203	Cell Painting	0.009	TRUE	2.0457574905606752
cholesterol inhibitor	18	All	0.01717944410806646	Cell Painting	0.002	TRUE	2.6989700043360187
sigma receptor antagonist	18	All	0.01680572436491136	Cell Painting	0.002	TRUE	2.6989700043360187
pi3k inhibitor	36	All	0.016320579656347284	Cell Painting	0	TRUE	3.5
nitric oxide donor	12	All	0.016153305011868187	Cell Painting	0.012	TRUE	1.9208187539523751
fgfr inhibitor|vegfr inhibitor	18	All	0.015850468702536466	Cell Painting	0.003	TRUE	2.5228787452803374
immunosuppressant	12	All	0.01544869413349136	Cell Painting	0.014	TRUE	1.853871964321762
jak inhibitor	30	All	0.015304134187994322	Cell Painting	0.001	TRUE	3
potassium channel activator	24	All	0.015155486487580444	Cell Painting	0.003	TRUE	2.5228787452803374
mucolytic agent	18	All	0.014999369889246689	Cell Painting	0.004	TRUE	2.3979400086720375
opioid receptor agonist|opioid receptor antagonist	6	All	0.014757381277957182	Cell Painting	0.097	FALSE	1.0132282657337552
cannabinoid receptor agonist	18	All	0.014697638931606364	Cell Painting	0.006	TRUE	2.221848749616356
protein synthesis stimulant	18	All	0.014696935014423002	Cell Painting	0.006	TRUE	2.221848749616356
histamine receptor agonist	12	All	0.014484230987889625	Cell Painting	0.026	TRUE	1.585026652029182
glucose-dependent insulinotropic receptor (gdir, gpr119) agonists	12	All	0.013480877261173847	Cell Painting	0.042	TRUE	1.3767507096020994
nfkb pathway inhibitor	30	All	0.013469184909062279	Cell Painting	0.003	TRUE	2.5228787452803374
fatty acid synthase inhibitor	12	All	0.013308912673485445	Cell Painting	0.046	TRUE	1.337242168318426
topoisomerase inhibitor	90	All	0.012532680476715297	Cell Painting	0	TRUE	3.5
opioid receptor agonist	18	All	0.012273079847250911	Cell Painting	0.025	TRUE	1.6020599913279623
aldose reductase inhibitor	12	All	0.012065224071556711	Cell Painting	0.076	FALSE	1.1191864077192086
isocitrate dehydrogenase inhibitor	12	All	0.011879998204659266	Cell Painting	0.079	FALSE	1.1023729087095586
dopamine receptor antagonist|serotonin receptor antagonist	54	All	0.011410232165107621	Cell Painting	0.001	TRUE	3
tachykinin antagonist	36	All	0.011121592918060884	Cell Painting	0.008	TRUE	2.0969100130080562
beta lactamase inhibitor	12	All	0.010197301028775458	Cell Painting	0.153	FALSE	0.8153085691824012
parp inhibitor	30	All	0.010147000743743025	Cell Painting	0.035	TRUE	1.4559319556497243
adrenergic inhibitor	12	All	0.010135511948474465	Cell Painting	0.157	FALSE	0.8041003475907662
rna polymerase inhibitor	42	All	0.010129335010070389	Cell Painting	0.021	TRUE	1.6777807052660807
selective serotonin reuptake inhibitor (ssri)	24	All	0.009602133425877802	Cell Painting	0.101	FALSE	0.9956786262173574
free radical scavenger	24	All	0.009523670867675596	Cell Painting	0.107	FALSE	0.9706162223147904
elastase inhibitor	12	All	0.009463631714328815	Cell Painting	0.199	FALSE	0.7011469235902933
tgf beta receptor inhibitor	12	All	0.00932374191507862	Cell Painting	0.208	FALSE	0.6819366650372385
serotonin receptor antagonist	72	All	0.00891090823148804	Cell Painting	0.014	TRUE	1.853871964321762
cannabinoid receptor inverse agonist	12	All	0.00890931380794348	Cell Painting	0.237	FALSE	0.6252516539898961
benzodiazepine receptor antagonist	18	All	0.008137282522854315	Cell Painting	0.214	FALSE	0.6695862266508091
angiotensin receptor antagonist	24	All	0.00810845874099983	Cell Painting	0.226	FALSE	0.645891560852599
phosphodiesterase inhibitor	168	All	0.00804270624002115	Cell Painting	0.007	TRUE	2.154901959985743
hmgcr inhibitor	30	All	0.00804216911577419	Cell Painting	0.169	FALSE	0.7721132953863264
cc chemokine receptor antagonist	42	All	0.007936338677304968	Cell Painting	0.145	FALSE	0.8386319977650252
bacterial dna gyrase inhibitor	66	All	0.007820924844662923	Cell Painting	0.107	FALSE	0.9706162223147904
carbonic anhydrase inhibitor	30	All	0.007673651007727772	Cell Painting	0.209	FALSE	0.679853713888946
sterol demethylase inhibitor	42	All	0.00765667788138384	Cell Painting	0.172	FALSE	0.7644715530924511
protein synthesis inhibitor	30	All	0.007629555923199827	Cell Painting	0.213	FALSE	0.6716203965612623
androgen receptor antagonist	30	All	0.0075040017275656845	Cell Painting	0.236	FALSE	0.6270879970298935
fungal squalene epoxidase inhibitor	18	All	0.007490217433804151	Cell Painting	0.276	FALSE	0.5590909179347823
angiotensin converting enzyme inhibitor	48	All	0.0073818342205023944	Cell Painting	0.182	FALSE	0.7399286120149252
adenosine receptor antagonist	24	All	0.007354406960270841	Cell Painting	0.331	FALSE	0.48017200622428124
acetylcholine receptor antagonist	120	All	0.007053382793335537	Cell Painting	0.177	FALSE	0.7520267336381934
dipeptidyl peptidase inhibitor	18	All	0.007023767428547541	Cell Painting	0.322	FALSE	0.4921441283041691
dopamine receptor antagonist	108	All	0.006990708844538628	Cell Painting	0.219	FALSE	0.6595558851598816
atp channel blocker	18	All	0.0069819565364066406	Cell Painting	0.327	FALSE	0.4854522473397139
purinergic receptor antagonist	12	All	0.006634270347524476	Cell Painting	0.438	FALSE	0.3585258894959005
calcium channel blocker	90	All	0.006407247717123006	Cell Painting	0.43	FALSE	0.36653154442041347
adrenergic receptor antagonist	180	All	0.006295542835573886	Cell Painting	0.457	FALSE	0.34008379993014975
calcitonin antagonist	18	All	0.006043054861927124	Cell Painting	0.451	FALSE	0.34582345812203946
estrogen receptor agonist	36	All	0.00570479947049362	Cell Painting	0.551	FALSE	0.2588484011482149
dna synthesis inhibitor	42	All	0.005656226468349413	Cell Painting	0.586	FALSE	0.23210238398190938
ribonucleotide reductase inhibitor	12	All	0.005647618327858855	Cell Painting	0.544	FALSE	0.26440110030182007
benzodiazepine receptor agonist	18	All	0.005594426075109306	Cell Painting	0.523	FALSE	0.2814983111327257
bacterial cell wall synthesis inhibitor	84	All	0.004923956500366866	Cell Painting	0.861	FALSE	0.06499684854634524
estrogen receptor antagonist	12	All	0.004907780586519834	Cell Painting	0.621	FALSE	0.20690839982341983
sodium channel blocker	72	All	0.004616017508667348	Cell Painting	0.904	FALSE	0.04383156952463668
adrenergic receptor agonist	120	All	0.004513737763296247	Cell Painting	0.984	FALSE	0.007004901568658489
dna inhibitor	30	All	0.004360210672568324	Cell Painting	0.814	FALSE	0.0893755951107988
nucleoside reverse transcriptase inhibitor	24	All	0.003806483653422707	Cell Painting	0.88	FALSE	0.05551732784983137
bruton's tyrosine kinase (btk) inhibitor	12	All	0.003708783569480708	Cell Painting	0.736	FALSE	0.13312218566250114
cyclooxygenase inhibitor|prostanoid receptor antagonist	24	All	0.0036035241776737293	Cell Painting	0.897	FALSE	0.047207556955907906
histamine receptor antagonist	138	All	0.003508676507197493	Cell Painting	1	FALSE	-0
serotonin receptor agonist	60	All	0.003391820886817009	Cell Painting	0.993	FALSE	0.0030507515046188267
cftr channel agonist	12	All	0.003179687914020501	Cell Painting	0.778	FALSE	0.10902040301031106
t-type calcium channel blocker	18	All	0.003124101200314382	Cell Painting	0.856	FALSE	0.06752623532284678
thrombin inhibitor	12	All	0.003114749588669405	Cell Painting	0.781	FALSE	0.10734896612269966
dihydrofolate reductase inhibitor	12	All	0.0028400981743698433	Cell Painting	0.803	FALSE	0.09528445472131904
bacterial 50s ribosomal subunit inhibitor	24	All	0.0028195574100162357	Cell Painting	0.957	FALSE	0.01908806222315645
cyclooxygenase inhibitor	150	All	0.002667076317195393	Cell Painting	1	FALSE	-0
leukotriene receptor antagonist	24	All	0.0026592767077630256	Cell Painting	0.964	FALSE	0.01592296609716924
monoamine oxidase inhibitor	36	All	0.0025326765189576874	Cell Painting	0.989	FALSE	0.004803708402820599
tyrosinase inhibitor	12	All	0.0025167606794293798	Cell Painting	0.829	FALSE	0.08144546944972647
hcv inhibitor	42	All	0.002499357853827912	Cell Painting	0.997	FALSE	0.0013048416883442813
tyrosine kinase inhibitor	24	All	0.0021248126390103856	Cell Painting	0.985	FALSE	0.006563769502388274
serotonin reuptake inhibitor	24	All	0.0018470798222604981	Cell Painting	0.99	FALSE	0.004364805402450088
ppar receptor agonist	18	All	0.001728960548245704	Cell Painting	0.947	FALSE	0.0236500209967266
adenosine receptor agonist	18	All	0.0013726521117737355	Cell Painting	0.964	FALSE	0.01592296609716924
tricyclic antidepressant	12	All	0.001084750693403118	Cell Painting	0.903	FALSE	0.04431224968649419
bacterial 30s ribosomal subunit inhibitor	30	All	0.0010781949436480336	Cell Painting	0.998	FALSE	8.694587126288914e-4
atpase inhibitor	18	All	0.001021073193468818	Cell Painting	0.974	FALSE	0.011441043121384482
pdgfr tyrosine kinase receptor inhibitor|vegfr inhibitor	12	All	9.758529858143225e-4	Cell Painting	0.908	FALSE	0.04191415147891488
dna polymerase inhibitor	18	All	8.769825467977981e-4	Cell Painting	0.978	FALSE	0.009661145212398569
acetylcholine receptor agonist	48	All	8.406107543695199e-4	Cell Painting	1	FALSE	-0
lipoxygenase inhibitor	18	All	7.936321715486644e-4	Cell Painting	0.982	FALSE	0.00788851221305034
