Metadata_broad_sample,broad_id,pert_iname,moa
BRD-K43797669-001-30-4,BRD-K43797669,genistein,tyrosine kinase inhibitor
BRD-K43802723-340-01-9,BRD-K43802723,AMG-837,free fatty acid receptor agonist
BRD-K43806473-066-02-1,BRD-K43806473,camostat-mesilate,protease inhibitor
BRD-K44366189-001-01-9,BRD-K44366189,anacetrapib,cholesteryl ester transfer protein inhibitor
BRD-K44408410-001-17-6,BRD-K44408410,2-methoxyestradiol,hypoxia inducible factor inhibitor
BRD-K44442813-001-12-9,BRD-K44442813,pidotimod,interferon receptor agonist|interleukin receptor agonist
BRD-K47539947-001-03-7,BRD-K47539947,tetradecylthioacetic-acid,lipid peroxidase inhibitor
BRD-K48168960-001-19-2,BRD-K48168960,propylthiouracil,thyroid peroxidase inhibitor
BRD-K51033547-003-02-6,BRD-K51033547,,
BRD-K51040301-001-02-1,BRD-K51040301,cobicistat,cytochrome P450 inhibitor
BRD-K51333959-003-01-3,BRD-K51333959,siramesine,sigma receptor antagonist
BRD-K51350053-048-16-5,BRD-K51350053,toremifene,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
BRD-K51485625-001-08-4,BRD-K51485625,ritonavir,HIV protease inhibitor
BRD-K52020312-001-26-8,BRD-K52020312,metronidazole,DNA inhibitor
BRD-K52080565-001-09-2,BRD-K52080565,,
BRD-K52172416-001-11-4,BRD-K52172416,anastrozole,aromatase inhibitor
BRD-K52183142-001-01-3,BRD-K52183142,pregnenolone,glutamate receptor modulator
BRD-K52911425-001-09-8,BRD-K52911425,GDC-0941,PI3K inhibitor
BRD-K52959329-238-01-9,BRD-K52959329,mitiglinide,insulin secretagogue
BRD-K52989797-003-26-4,BRD-K52989797,clomipramine,serotonin transporter (SERT) inhibitor
BRD-K53581288-001-02-9,BRD-K53581288,baricitinib,JAK inhibitor
BRD-K53665955-001-03-0,BRD-K53665955,MK-5108,Aurora kinase inhibitor
BRD-K53737926-003-27-8,BRD-K53737926,amitriptyline,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotoninânorepinephrine reuptake inhibitor (SNRI)
BRD-K53765467-001-02-1,BRD-K53765467,empagliflozin,sodium/glucose cotransporter inhibitor
BRD-K53972329-001-07-0,BRD-K53972329,ruxolitinib,JAK inhibitor
BRD-K54472332-001-03-4,BRD-K54472332,elvitegravir,HIV integrase inhibitor
BRD-K54520417-001-01-2,BRD-K54520417,LXR-623,LXR agonist
BRD-K54640016-001-04-7,BRD-K54640016,WAY-362450,FXR agonist
BRD-K54759182-003-08-0,BRD-K54759182,dosulepin,norepinephrine reuptake inhibitor|serotoninânorepinephrine reuptake inhibitor (SNRI)|tricyclic antidepressant
BRD-K55250441-001-13-0,BRD-K55250441,sulfadoxine,dihydropteroate synthase inhibitor
BRD-K58550667-001-08-7,BRD-K58550667,FK-866,niacinamide phosphoribosyltransferase inhibitor
BRD-K60038276-001-09-0,BRD-K60038276,irbesartan,angiotensin receptor antagonist
BRD-K60623809-001-02-0,BRD-K60623809,,
BRD-K63712959-001-01-8,BRD-K63712959,temoporfin,radical formation stimulant
BRD-K67868012-001-07-6,BRD-K67868012,PI-103,mTOR inhibitor|PI3K inhibitor
BRD-K69688083-004-23-1,BRD-K69688083,mestinon,cholinesterase inhibitor
BRD-K70792160-003-04-6,BRD-K70792160,10-DEBC,AKT inhibitor
BRD-K73395020-001-02-3,BRD-K73395020,,
BRD-K73691377-001-01-6,BRD-K73691377,alprostadil,prostanoid receptor agonist
BRD-K75024268-001-01-0,BRD-K75024268,lesinurad,uric acid diuretic
BRD-K76703230-004-04-1,BRD-K76703230,YM-155,survivin inhibitor
BRD-K77771411-003-10-7,BRD-K77771411,moxonidine,imidazoline receptor agonist
BRD-K80535353-001-01-4,BRD-K80535353,enoxolone,gap junction modulator
BRD-K82164249-001-03-5,BRD-K82164249,andarine,androgen receptor modulator
BRD-K87202646-061-04-9,BRD-K87202646,isoniazid,FABI inhibitor
BRD-K87278688-001-01-0,BRD-K87278688,,
BRD-K87990216-001-10-2,BRD-K87990216,piretanide,glucocorticoid receptor agonist
BRD-K88025533-003-03-3,BRD-K88025533,fingolimod,immunosuppressant|sphingosine 1-phosphate receptor agonist
BRD-K88052444-001-08-8,BRD-K88052444,urea,hydroxy radical formation stimulant
BRD-K88789588-001-14-9,BRD-K88789588,letrozole,aromatase inhibitor
BRD-K88807631-001-01-3,BRD-K88807631,elacridar,P glycoprotein inhibitor
BRD-K89014967-001-04-3,BRD-K89014967,AS-703026,MEK inhibitor
BRD-K89015388-001-01-7,BRD-K89015388,GSK923295,centromere associated protein inhibitor
BRD-K89104321-003-14-8,BRD-K89104321,gaboxadol,benzodiazepine receptor agonist
BRD-K89402695-001-02-3,BRD-K89402695,L-655240,thromboxane receptor antagonist
BRD-K89561498-001-01-7,BRD-K89561498,SN-38,topoisomerase inhibitor
BRD-K89704198-001-12-3,BRD-K89704198,vincamine,adrenergic receptor antagonist
BRD-K89732114-300-08-9,BRD-K89732114,trifluoperazine,dopamine receptor antagonist
BRD-K90239174-001-01-8,BRD-K90239174,AMG-487,CC chemokine receptor antagonist
BRD-K90789829-001-07-8,BRD-K90789829,nefazodone,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor
BRD-K91290917-300-01-8,BRD-K91290917,amodiaquine,histamine receptor agonist
BRD-K92731339-227-04-9,BRD-K92731339,perindopril,angiotensin converting enzyme inhibitor
BRD-K96029467-003-01-9,BRD-K96029467,alagebrium,glycosylation inhibitor
BRD-K97688263-001-03-7,BRD-K97688263,benzamil,sodium channel blocker
BRD-K98453471-001-01-7,BRD-K98453471,salirasib,mTOR inhibitor
BRD-K99107520-001-24-1,BRD-K99107520,felbamate,glutamate receptor antagonist
BRD-M98279124-300-01-1,BRD-M98279124,,
